Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Jennifer-Kirsten Barnes,F,24.0,175.0,75.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Fours,Gold
Jennifer-Kirsten Barnes,F,24.0,175.0,75.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
"Lee Stratford Barnes, Jr.",M,17.0,173.0,68.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Pole Vault,Gold
"Patrick Gerard ""Paddy"" Barnes",M,21.0,163.0,49.0,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Flyweight,Bronze
"Patrick Gerard ""Paddy"" Barnes",M,25.0,163.0,49.0,Ireland,IRL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,Bronze
"Eric Randolph ""Randy"" Barnes",M,22.0,195.0,132.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,Silver
"Eric Randolph ""Randy"" Barnes",M,30.0,195.0,132.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,Gold
"Steven William ""Steve"" Barnett",M,29.0,191.0,86.0,United States,USA,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Bronze
Steven John Barnett,M,25.0,174.0,75.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Springboard,Bronze
Andrea Barno San Martn,F,32.0,175.0,64.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Bengt Baron,M,18.0,193.0,83.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Backstroke,Gold
Bengt Baron,M,22.0,193.0,83.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Franois Barouh,M,29.0,186.0,80.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Thomas Gabriel Jrmie Baroukh,M,28.0,183.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Khasan Makharbekovich Baroyev,M,21.0,188.0,120.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
Khasan Makharbekovich Baroyev,M,25.0,188.0,120.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver
"Elizabeth Cynthia ""Beth"" Barr (-Isaak)",F,16.0,178.0,60.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Andr Barrais,M,28.0,183.0,78.0,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver
"Thomas Patrick ""Tom"" Barrasso",M,36.0,190.0,95.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Bronte Amelia Arnold Barratt,F,19.0,171.0,59.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Bronte Amelia Arnold Barratt,F,23.0,171.0,59.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,Bronze
Bronte Amelia Arnold Barratt,F,23.0,171.0,59.0,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Bronte Amelia Arnold Barratt,F,27.0,171.0,59.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Alexandra Barr (Sandor-),F,26.0,173.0,59.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
Alexandra Barr (Sandor-),F,26.0,173.0,59.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Pascal Barr,M,21.0,174.0,66.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Patrick Barr,M,21.0,172.0,63.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
scar Barrena Gonzlez,M,29.0,177.0,70.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
Diego Daniel Barreto Cceres,M,23.0,182.0,78.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
dgar Osvaldo Barreto Cceres,M,20.0,178.0,78.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
Nuno Miguel Santos Barreto,M,24.0,185.0,75.0,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Two Person Dinghy,Bronze
Brigetta LaShea Barrett,F,21.0,183.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,Silver
"Michael Thomas ""Mike"" Barrett",M,25.0,188.0,73.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Gold
"Edward ""Ned"" Barrett",M,30.0,185.0,99.0,London City Police-1,GBR,1908 Summer,1908,Summer,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
"Edward ""Ned"" Barrett",M,30.0,185.0,99.0,Great Britain,GBR,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
Peter Jones Barrett,M,29.0,184.0,88.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed One Person Dinghy,Silver
Peter Jones Barrett,M,33.0,184.0,88.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Two Person Keelboat,Gold
"Jennifer Mae ""Jenny"" Barringer-Simpson",F,29.0,166.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze
Sonia Barrio Gutirrez,F,22.0,164.0,56.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Gold
Mara Noel Barrionuevo,F,24.0,171.0,58.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
Mara Noel Barrionuevo,F,28.0,171.0,58.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
Yarelis Barrios Castaeda,F,25.0,172.0,89.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Silver
"Harold Earl ""Hal"" Barron",M,25.0,183.0,64.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 110 metres Hurdles,Silver
Erick Bernab Barrondo Garca,M,21.0,178.0,60.0,Guatemala,GUA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Silver
Zoila Barros Fernndez,F,28.0,188.0,72.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
"Michael Ray ""Mike"" Barrowman",M,23.0,180.0,75.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Breaststroke,Gold
"Jack Leonard ""Jay"" Barrs, Jr.",M,26.0,182.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Archery,Archery Men's Individual,Gold
"Jack Leonard ""Jay"" Barrs, Jr.",M,26.0,182.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Archery,Archery Men's Team,Silver
David Barrufet Bofill,M,30.0,197.0,100.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Bronze
David Barrufet Bofill,M,38.0,197.0,100.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
Kevin Michael Joseph Barry,M,24.0,187.0,80.0,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,Silver
William Louis Barry,M,23.0,188.0,85.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,Silver
Mutaz Essa Barshim,M,21.0,190.0,65.0,Qatar,QAT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Bronze
Mutaz Essa Barshim,M,25.0,190.0,65.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Silver
Yuliya Vladimirovna Barsukova (-Samokhin),F,21.0,168.0,45.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
Jacob Jepsen Barse,M,23.0,188.0,73.0,Denmark,DEN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Jacob Jepsen Barse,M,27.0,188.0,73.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Marcello Bartalini,M,22.0,193.0,90.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Danka Bartekov,F,27.0,170.0,55.0,Slovakia,SVK,2012 Summer,2012,Summer,London,Shooting,Shooting Women's Skeet,Bronze
"Corinne ""Cori"" Bartel (-Morris)",F,38.0,165.0,58.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
Wolfgang Bartels,M,23.0,184.0,82.0,Germany,GER,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,Bronze
"Martina Maria Anna Antonia ""Tineke"" Bartels-de Vries",F,41.0,177.0,64.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
"Martina Maria Anna Antonia ""Tineke"" Bartels-de Vries",F,45.0,177.0,64.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
Leonid Volodymyrovych Barteniev,M,23.0,174.0,70.0,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Leonid Volodymyrovych Barteniev,M,26.0,174.0,70.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Krisztin Brtfai,M,26.0,175.0,78.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
"Carmine R. ""Carmen"" Barth (DiBartolomeo-)",M,19.0,175.0,72.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Middleweight,Gold
Paul Barth,M,26.0,181.0,90.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Heavyweight,Bronze
"Josef Henri ""Josy"" Barthel",M,25.0,173.0,68.0,Luxembourg,LUX,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 1,500 metres",Gold
Yan Barthelem Varela,M,24.0,172.0,48.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,Gold
Wolfgang Barthels,M,23.0,173.0,71.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Bronze
Robert Bartko,M,24.0,186.0,80.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
Robert Bartko,M,24.0,186.0,80.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
"Donald Brian ""Don"" Bartlett",M,41.0,185.0,84.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
Laura Bartlett,F,24.0,169.0,63.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
"Christopher Roger ""Chris"" Bartley",M,28.0,178.0,72.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
Michiel Bernhard Emiel Marie Bartman,M,29.0,193.0,90.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Gold
Michiel Bernhard Emiel Marie Bartman,M,33.0,193.0,90.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
Michiel Bernhard Emiel Marie Bartman,M,37.0,193.0,90.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Wojciech Stanisaw Bartnik,M,24.0,182.0,91.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Heavyweight,Bronze
"Gregory Mark ""Greg"" Barton",M,24.0,180.0,79.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
"Gregory Mark ""Greg"" Barton",M,28.0,180.0,79.0,United States,USA,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
"Gregory Mark ""Greg"" Barton",M,28.0,180.0,79.0,United States,USA,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
"Gregory Mark ""Greg"" Barton",M,32.0,180.0,79.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
"James ""Jim"" Barton",M,40.0,188.0,84.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Alison Bartosik,F,21.0,172.0,64.0,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
Alison Bartosik,F,21.0,172.0,64.0,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Jan Brt,M,21.0,181.0,67.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
Jan Brt,M,21.0,181.0,67.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
Saskia Bartusiak,F,33.0,170.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
"Randall Earl ""Randy"" Bartz",M,25.0,175.0,75.0,United States,USA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
Malin Birgitta Baryard-Johnsson,F,29.0,172.0,52.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
Varvara Borisovna Barysheva,F,28.0,168.0,62.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
Olga Fyodorovna Barysheva-Korostelyova,F,21.0,168.0,67.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Women's Basketball,Gold
Olga Fyodorovna Barysheva-Korostelyova,F,25.0,168.0,67.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Gold
Aleksandr Georgiyevich Baryshnikov,M,27.0,198.0,130.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,Bronze
Aleksandr Georgiyevich Baryshnikov,M,31.0,198.0,130.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,Silver
Anastasiya Vladimirovna Baryshnikova,F,21.0,173.0,67.0,Russia,RUS,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Heavyweight,Bronze
Andrea Barzagli,M,23.0,190.0,82.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
Serafim Ivanov Barzakov,M,25.0,170.0,66.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
Mansour Barzegar,M,29.0,178.0,74.0,Iran,IRI,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
Silvano Basagni,M,34.0,182.0,84.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Trap,Bronze
Hakk Baar,M,22.0,185.0,97.0,Turkey,TUR,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
Iurie Bacatov,M,20.0,190.0,85.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Iurie Bacatov,M,24.0,190.0,85.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
Dimitri David Bascou,M,29.0,181.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze
Khalid Bashir,M,24.0,177.0,65.0,Pakistan,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Muhammad Bashir,M,25.0,168.0,73.0,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
Clara Basiana Caellas,F,21.0,170.0,39.0,Spain,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Mirko Bai,M,23.0,188.0,90.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Gold
Mirko Bai,M,28.0,188.0,90.0,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,Bronze
Fabio Basile,M,21.0,160.0,66.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Gold
Gianluca Basile,M,29.0,192.0,94.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
Igor Mikhaylovich Basinsky,M,25.0,180.0,97.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze
Igor Mikhaylovich Basinsky,M,33.0,180.0,97.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver
Igor Mikhaylovich Basinsky,M,37.0,180.0,97.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze
Igor Mikhaylovich Basinsky,M,37.0,180.0,97.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver
"Raymond Henry ""Benny"" Bass",M,22.0,167.0,59.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rope Climbing,Gold
Christian Gustavo Bassedas,M,23.0,176.0,74.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver
Christian Bassemir,M,28.0,178.0,76.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Silver
Lanny Robert Bassham,M,25.0,175.0,73.0,United States,USA,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Silver
Lanny Robert Bassham,M,29.0,175.0,73.0,United States,USA,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Gold
Evert Bastet,M,34.0,183.0,90.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
Istvn Bsti,M,24.0,174.0,62.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Gold
Guillaume Bastille,M,24.0,176.0,70.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
Dsir Bastin,M,20.0,172.0,70.0,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Gold
Waldemar Romuald Baszanowski,M,29.0,165.0,65.5,Poland,POL,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Lightweight,Gold
Waldemar Romuald Baszanowski,M,33.0,165.0,65.5,Poland,POL,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Lightweight,Gold
"Joseph Laws ""Joe"" Batchelder",M,26.0,186.0,84.0,Bingo,USA,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed 5.5 metres,Bronze
"Stephen James ""Steve"" Batchelor",M,23.0,180.0,79.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Bronze
"Stephen James ""Steve"" Batchelor",M,27.0,180.0,79.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Gold
"Alfred Hilborn ""Al"" Bates",M,23.0,183.0,70.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,Bronze
Michael Dion Bates,M,22.0,180.0,86.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,Bronze
Vladimir Batez,M,26.0,192.0,85.0,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze
Vladimir Batez,M,31.0,192.0,85.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
Joo Santos Batista,M,27.0,179.0,68.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver
Oleksandr Mykhailovych Batiuk,M,24.0,171.0,67.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Suzy Batkovic (-Brown),F,23.0,195.0,89.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
Suzy Batkovic (-Brown),F,27.0,195.0,89.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver
Suzy Batkovic (-Brown),F,31.0,195.0,89.0,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze
Vitalina Igorevna Batsarashkina,F,19.0,162.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
"Guinevere ""Guin"" Batten",F,32.0,172.0,74.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
"Jane Kimberley ""Kim"" Batten",F,27.0,170.0,57.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres Hurdles,Silver
Miriam Batten (-Luke),F,35.0,174.0,70.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Silver
"James Stewart ""Jim"" Battersby",M,25.0,195.0,90.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze
Stefano Battistelli,M,18.0,176.0,61.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
Stefano Battistelli,M,22.0,176.0,61.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,Bronze
Romano Battisti,M,25.0,190.0,91.0,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Silver
Yelena Nikolayevna Batukhtina-Tyurina,F,21.0,184.0,82.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Silver
Yelena Nikolayevna Batukhtina-Tyurina,F,29.0,184.0,82.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
Yelena Nikolayevna Batukhtina-Tyurina,F,33.0,184.0,82.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
Mavlet Alavdinovich Batyrov,M,20.0,160.0,60.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
Mavlet Alavdinovich Batyrov,M,24.0,160.0,60.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
"Yanina Farkhadovna ""Yana"" Batyrshina",F,16.0,163.0,47.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
Anna Yevgenyevna Batyushko,F,22.0,164.0,69.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Middleweight,Silver
Sabine Christiane Bau,F,19.0,180.0,66.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Individual",Silver
Sabine Christiane Bau,F,19.0,180.0,66.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Team",Gold
