Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Vincent Franois Marie Defrasne,M,24.0,174.0,63.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
Vincent Franois Marie Defrasne,M,28.0,174.0,63.0,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold
Vincent Franois Marie Defrasne,M,28.0,174.0,63.0,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
James Frederick DeGale,M,22.0,183.0,76.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Middleweight,Gold
Aleksandr Vladimirovich Degtyaryov,M,21.0,185.0,83.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Riccardo Dei Rossi,M,31.0,191.0,90.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Silver
Alex Deibold,M,27.0,185.0,86.0,United States,USA,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Boardercross,Bronze
Beate Deininger,F,20.0,166.0,54.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Silver
Julie Bndicte Deiters,F,25.0,165.0,60.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
"Hendrik ""Erik"" Dekker",M,21.0,182.0,66.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",Silver
Femke Pauline Dekker,F,29.0,186.0,70.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Inge Dekker,F,18.0,183.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Inge Dekker,F,22.0,183.0,67.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Inge Dekker,F,26.0,183.0,67.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Hurnet Nicoret Dekkers,F,30.0,193.0,83.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Carlos del Coso Iglesias,M,27.0,165.0,64.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Marcello Del Duca,M,25.0,181.0,77.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
Marco Del Lungo,M,26.0,190.0,97.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
Simone Del Nero,M,23.0,183.0,77.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
Juan Martn del Potro,M,23.0,198.0,97.0,Argentina,ARG,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,Bronze
Juan Martn del Potro,M,27.0,198.0,97.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Silver
Guillermo del Riego Gordn,M,21.0,175.0,73.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
Jorge Alberto del Ro Slas,M,41.0,174.0,86.0,Tango,ARG,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Three Person Keelboat,Silver
"Ashley Jason ""Ash"" Delaney",M,22.0,185.0,82.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
"Francis James ""Jim"" Delaney",M,27.0,183.0,93.0,United States,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Shot Put,Silver
Michael William Delany,M,18.0,182.0,84.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
"Ronald Michael ""Ronnie"" Delany",M,21.0,184.0,75.0,Ireland,IRL,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 1,500 metres",Gold
Marie Claire Delattre-Demory,F,27.0,172.0,61.0,France,FRA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
Stoyan Delchev,M,21.0,162.0,56.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
Stoyan Delchev,M,21.0,162.0,56.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
Ina Delcheva,F,19.0,168.0,44.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Frdric Andr Delcourt,M,20.0,181.0,77.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Backstroke,Silver
Jocelyn Delecour,M,29.0,175.0,67.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Jocelyn Delecour,M,33.0,175.0,67.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Megan Catherine Delehanty,F,24.0,191.0,76.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
Carlos Francisco Delfino,M,21.0,196.0,95.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Gold
Carlos Francisco Delfino,M,25.0,196.0,95.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Bronze
Giuseppe Delfino,M,30.0,185.0,83.0,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",Gold
Giuseppe Delfino,M,35.0,185.0,83.0,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Individual",Silver
Giuseppe Delfino,M,35.0,185.0,83.0,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Team",Gold
Giuseppe Delfino,M,38.0,185.0,83.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Individual",Gold
Giuseppe Delfino,M,38.0,185.0,83.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",Gold
Giuseppe Delfino,M,42.0,185.0,83.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Silver
Csar Fabin Delgado Godoy,M,22.0,174.0,69.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
Cyro Marques Delgado,M,19.0,182.0,76.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
Jos Ral Delgado Diez,M,31.0,182.0,85.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold
Marcelo Alejandro Delgado,M,23.0,175.0,76.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver
Nuno Miguel Delgado,M,24.0,180.0,81.0,Portugal,POR,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Middleweight,Bronze
Ricardo Delgado Nogales,M,21.0,161.0,51.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Flyweight,Gold
Rita Deli,F,28.0,180.0,69.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Silver
Orhan Delibas (Debiscan-),M,21.0,174.0,71.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Middleweight,Silver
Mirza Delibai,M,22.0,197.0,86.0,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Silver
Mirza Delibai,M,26.0,197.0,86.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Gold
Luis Marano Dels Fournier,M,22.0,185.0,106.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,Bronze
"Marcus Johannes Elizabeth Leopold ""Marc"" Delissen",M,23.0,174.0,80.0,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Bronze
"Marcus Johannes Elizabeth Leopold ""Marc"" Delissen",M,31.0,174.0,80.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold
Natalie Dell,F,27.0,175.0,75.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Bronze
Fabrizio Della Fiori,M,28.0,204.0,102.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Silver
Elena Delle Donne,F,26.0,195.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
"William Solon ""Bill"" Dellinger",M,30.0,175.0,62.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",Bronze
Norman Adrian Dello Joio,M,36.0,172.0,68.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
Jeroen Petrus Maria Delme,M,23.0,173.0,76.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Gold
Jeroen Petrus Maria Delme,M,27.0,173.0,76.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
Jeroen Petrus Maria Delme,M,31.0,173.0,76.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
Werner Delmes,M,26.0,177.0,75.0,Germany,GER,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Bronze
Gbor Lzsl Delneky,M,28.0,183.0,80.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Gold
"Cynthia ""Janay"" DeLoach (-Soukup)",F,26.0,166.0,58.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Long Jump,Bronze
"Joseph Nathaniel ""Joe"" DeLoach, Jr.",M,21.0,182.0,76.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,Gold
Pierre-Marie Deloof,M,19.0,187.0,84.0,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Double Sculls,Silver
Frdric Delpla,M,23.0,197.0,81.0,France,FRA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Team",Gold
Philippe Delrieu,M,24.0,180.0,64.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Silver
Yutaka Demachi,M,29.0,175.0,72.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Bronze
mile Joseph Demangel,M,25.0,173.0,64.0,France,FRA,1908 Summer,1908,Summer,London,Cycling,Cycling Men's Sprint,Silver
Clarence Harrison DeMar,M,35.0,171.0,63.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Marathon,Bronze
Susan Marie DeMattei (-Wiens),F,33.0,165.0,57.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze
Siraba Dembl,F,30.0,172.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
Tadeusz Demboczyk,M,24.0,155.0,56.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Bantamweight,Bronze
Albert Mikhaylovich Demchenko,M,34.0,185.0,95.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Luge,Luge Men's Singles,Silver
Albert Mikhaylovich Demchenko,M,42.0,185.0,95.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Men's Singles,Silver
Albert Mikhaylovich Demchenko,M,42.0,185.0,95.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver
Jzsef Deme,M,20.0,190.0,84.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
Yana Mykhailivna Dementieva,F,33.0,182.0,75.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Gold
Yevgeny Aleksandrovich Dementyev,M,23.0,182.0,77.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
Yevgeny Aleksandrovich Dementyev,M,23.0,182.0,77.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Gold
Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,18.0,180.0,64.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Singles,Silver
Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,26.0,180.0,64.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,Gold
Jacques Demers,M,24.0,163.0,75.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Middleweight,Silver
"Deirdre ""Dede"" Demet-Barry",F,31.0,175.0,61.0,United States,USA,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Individual Time Trial,Silver
Alberto Demiddi,M,24.0,184.0,88.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Single Sculls,Bronze
Alberto Demiddi,M,28.0,184.0,88.0,Argentina,ARG,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Single Sculls,Silver
Mahmut Demir,M,26.0,184.0,120.0,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Mirela Krasimirova Demireva,F,26.0,180.0,58.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Silver
Soner Demirta,M,25.0,170.0,74.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
Elisabeth Demleitner (-Seitz),F,23.0,178.0,84.0,West Germany,FRG,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Women's Singles,Bronze
"William ""Bill"" Demong",M,29.0,178.0,66.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",Gold
"William ""Bill"" Demong",M,29.0,178.0,66.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Silver
Frdric Alain Demontfaucon,M,26.0,182.0,90.0,France,FRA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Middleweight,Bronze
"Nicholas Charles ""Nick"" Dempsey",M,23.0,180.0,71.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Windsurfer,Bronze
"Nicholas Charles ""Nick"" Dempsey",M,31.0,180.0,71.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Windsurfer,Silver
"Nicholas Charles ""Nick"" Dempsey",M,35.0,180.0,71.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,Silver
Lashinda Monique Demus,F,29.0,170.0,60.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,Silver
Valentin Demyanenko,M,32.0,193.0,93.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver
Viktor Leonidovich Demyanenko,M,21.0,167.0,60.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,Silver
Sergey Nikolayevich Demyashkevich,M,25.0,188.0,98.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
Fedor Iwan den Hertog,M,22.0,183.0,76.0,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Felix Denayer,M,26.0,190.0,85.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
Patricia Dench,F,52.0,163.0,65.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
Yelena Yuryevna Dendeberova (-Kuznetsova),F,19.0,181.0,75.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Individual Medley,Silver
Antoine Dnriaz,M,29.0,189.0,97.0,France,FRA,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
Deng Linlin,F,16.0,144.0,34.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold
Deng Linlin,F,20.0,144.0,34.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,Gold
Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Deng Wei,F,23.0,159.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,Gold
Deng Yaping,F,19.0,150.0,53.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Singles,Gold
Deng Yaping,F,19.0,150.0,53.0,China-2,CHN,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Doubles,Gold
Deng Yaping,F,23.0,150.0,53.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Singles,Gold
Deng Yaping,F,23.0,150.0,53.0,China-1,CHN,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Women's Doubles,Gold
Aleksey Alekseyevich Denisenko,M,18.0,185.0,68.0,Russia,RUS,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Flyweight,Bronze
Aleksey Alekseyevich Denisenko,M,22.0,185.0,68.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Silver
Viktor Viktorovich Denisov,M,22.0,188.0,90.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
Viktor Viktorovich Denisov,M,22.0,188.0,90.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Vladimir Gennadyevich Denisov,M,25.0,173.0,64.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",Silver
Aleksandr Vladimirovich Denisyev,M,22.0,189.0,100.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver
Leslie Jean Deniz,F,22.0,170.0,86.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Discus Throw,Silver
Helen Jennifer Denman,F,19.0,182.0,70.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Rohan Dennis,M,22.0,182.0,72.0,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Simon John Dennis,M,24.0,200.0,95.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
Erin Densham,F,27.0,165.0,52.0,Australia,AUS,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,Bronze
Dario Dentale,M,21.0,203.0,95.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
"Joseph Nicholas ""Joe"" DePietro",M,34.0,140.0,56.0,United States,USA,1948 Summer,1948,Summer,London,Weightlifting,Weightlifting Men's Bantamweight,Gold
Viktor Sergeyevich Deputatov,M,19.0,182.0,82.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Bronze
"Anna Maria Josefina ""Annemiek"" Derckx (-Bogie)",F,30.0,170.0,67.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
"Anna Maria Josefina ""Annemiek"" Derckx (-Bogie)",F,34.0,170.0,67.0,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
Ren Drency,M,23.0,190.0,80.0,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver
Emily Ann deRiel,F,25.0,178.0,63.0,United States,USA,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Silver
Inna Vasilyevna Deriglazova,F,22.0,173.0,61.0,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Silver
Inna Vasilyevna Deriglazova,F,26.0,173.0,61.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Gold
"Geert Jan Marie ""Geert-Jan"" Derikx",M,23.0,192.0,92.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
Rob Gerard Marie Derikx,M,21.0,178.0,85.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
Nik'oloz Deriugini,M,21.0,206.0,105.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Bronze
"Gerardus Johannes Antonius ""Geert-Jan"" Derksen",M,29.0,199.0,100.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Vanya Dermendzhieva,F,21.0,180.0,69.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Silver
DeMar Darnell DeRozan,M,26.0,201.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
Kimberly Derrick,F,24.0,165.0,56.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
Hans F. Dersch,M,24.0,188.0,74.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Ana Deridan-Ene-Pascu,F,24.0,163.0,59.0,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Women's Foil, Team",Bronze
Ana Deridan-Ene-Pascu,F,27.0,163.0,59.0,Romania,ROU,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Women's Foil, Team",Bronze
William Henry Grenfell,M,50.0,183.0,89.0,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver
"August Georg ""Gus"" Desch",M,21.0,170.0,61.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Jean Catherine Desforges (-Pickering),F,23.0,171.0,64.0,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
Joseph-tienne Desmarteau (Birtz-),M,31.0,185.0,94.0,Canada,CAN,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Gold
Alfredo Despaigne Rodrguez,M,22.0,177.0,80.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
Robelis Despaigne Sanquet,M,23.0,200.0,99.0,Cuba,CUB,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Heavyweight,Bronze
Alexandre Despatie,M,19.0,173.0,76.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Springboard,Silver
Alexandre Despatie,M,23.0,173.0,76.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Springboard,Silver
Vesna Despotovi,F,19.0,187.0,84.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Bronze
Julien Thierry Desprs,M,25.0,187.0,87.0,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
Szabolcs Detre,M,33.0,180.0,88.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
Zsolt Detre,M,33.0,178.0,86.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Bronze
Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
Daniel Deuer,M,34.0,190.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,16.0,166.0,61.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Jos Ricardo Devaca Snchez,M,21.0,180.0,77.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
"Michael Aloysius ""Mike"" Devaney",M,28.0,178.0,68.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold
Stjepan Deveri,M,22.0,176.0,73.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Bronze
Yolanda Gail L. Devers (-Roberts),F,25.0,160.0,55.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres,Gold
Yolanda Gail L. Devers (-Roberts),F,29.0,160.0,55.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres,Gold
Yolanda Gail L. Devers (-Roberts),F,29.0,160.0,55.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Khrysopigi ""Pigi"" Devetzi",F,28.0,170.0,59.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,Silver
